Observation Order,Exam Code,Course ID,Year,Semester,Course,Subject,Exam,Class Order,ID-Scrambled,Gender,Exam Type,Correct,Wrong,Score,Z-Score
1197,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,115,2594530,F,A,14,11,56,-0.313715187
1199,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,117,2837822,F,A,25,0,100,1.998423542
1201,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,119,2837858,F,A,18,7,72,0.527062533
1203,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,121,2837774,F,A,6,19,24,-1.995270625
1204,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,122,2837758,F,A,22,3,88,1.367840252
1205,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,123,3026762,F,A,17,8,68,0.316868103
1207,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,125,2719882,F,A,13,12,52,-0.523909616
1209,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,127,2837640,F,A,18,7,72,0.527062533
1211,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,129,2837592,F,A,23,2,92,1.578034682
1225,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,143,2836238,F,A,8,17,32,-1.574881766
1226,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,144,2836202,F,A,12,13,48,-0.734104046
1227,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,145,2836186,F,A,19,6,76,0.737256963
1228,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,146,2836170,F,A,24,1,96,1.788229112
1229,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,147,2836154,F,A,20,5,80,0.947451393
1235,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,153,2718312,F,A,12,13,48,-0.734104046
1236,S14-ECON122-1-Macro-MT,S14-ECON122-1-Macro,2014,S14,ECON122-1,Macroeconomics,MT,154,2836004,F,A,12,13,48,-0.734104046
1241,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,5,2707194,F,A,12,13,48,-0.833033033
1243,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,7,2707392,F,A,22,3,88,1.569369369
1244,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,8,2707126,F,A,16,9,64,0.127927928
1247,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,11,2707142,F,A,17,8,68,0.368168168
1248,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,12,2766214,F,A,21,4,84,1.329129129
1249,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,13,2766198,F,A,14,11,56,-0.352552553
1256,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,20,2495994,F,A,8,17,32,-1.793993994
1257,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,21,2707060,F,A,11,14,44,-1.073273273
1258,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,22,2707044,F,A,17,8,68,0.368168168
1259,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,23,2642146,F,A,12,13,48,-0.833033033
1261,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,25,2766064,F,A,18,7,72,0.608408408
1263,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,27,2766032,F,A,19,6,76,0.848648649
1265,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,29,3103788,F,A,12,13,48,-0.833033033
1268,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,32,2437152,F,A,7,18,28,-2.034234234
1271,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,35,2495896,F,A,10,15,40,-1.313513514
1274,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,38,2641984,F,A,3,22,12,-2.995195195
1275,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,39,2641952,F,A,12,13,48,-0.833033033
1276,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,40,2765936,F,A,17,8,68,0.368168168
1277,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,41,2582734,F,A,21,4,84,1.329129129
1278,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,42,2582718,F,A,18,7,72,0.608408408
1285,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,49,2765900,F,A,16,9,64,0.127927928
1288,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,52,2765786,F,A,15,10,60,-0.112312312
1294,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,58,2765672,F,A,21,4,84,1.329129129
1296,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,60,2008316,F,A,5,20,20,-2.514714715
1297,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,61,2766526,F,A,12,13,48,-0.833033033
1298,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,62,2582486,F,A,16,9,64,0.127927928
1299,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,63,2007540,F,A,16,9,64,0.127927928
1300,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,64,2706798,F,A,17,8,68,0.368168168
1301,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,65,2765656,F,A,20,5,80,1.088888889
1305,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,69,3075422,F,A,8,15,32,-1.793993994
1306,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,70,2495214,F,A,11,14,44,-1.073273273
1314,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,78,2765474,F,A,18,7,72,0.608408408
1317,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,81,2303768,F,A,12,13,48,-0.833033033
1321,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,85,2706616,F,A,16,9,64,0.127927928
1325,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,89,2707308,F,A,13,12,52,-0.592792793
1326,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,90,2707294,F,A,10,15,40,-1.313513514
1327,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,91,2766344,F,A,19,6,76,0.848648649
1332,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,96,2641406,F,A,18,7,72,0.608408408
1334,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,98,2706434,F,A,23,2,92,1.80960961
1339,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,103,2706350,F,A,22,3,88,1.569369369
1340,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,104,2765240,F,A,20,5,80,1.088888889
1348,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,112,2765176,F,A,14,11,56,-0.352552553
1350,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,114,2810710,F,A,20,5,80,1.088888889
1351,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,115,2706318,F,A,16,9,64,0.127927928
1352,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,116,2765292,F,A,17,8,68,0.368168168
1355,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,119,2706252,F,A,18,7,72,0.608408408
1356,S14-ECON210-1-Micro-Final,S14-ECON210-1-Micro,2014,S14,ECON210-1,Microeconomics,Final,120,2706236,F,A,18,7,72,0.608408408
1359,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,3,2105950,F,A,9,16,36,-2.036177474
1361,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,5,2204914,F,A,8,17,32,-2.309215017
1367,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,11,2343848,F,A,14,11,56,-0.670989761
1369,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,13,2344422,F,A,6,19,24,-2.855290102
1372,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,16,2403228,F,A,12,13,48,-1.217064846
1377,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,21,2476554,F,A,10,15,40,-1.763139932
1387,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,31,2580656,F,A,14,11,56,-0.670989761
1391,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,35,2581084,F,A,12,13,48,-1.217064846
1393,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,37,2581218,F,A,14,11,56,-0.670989761
1394,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,38,2581282,F,A,8,17,32,-2.309215017
1397,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,41,2581514,F,A,16,9,64,-0.124914676
1399,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,43,2581760,F,A,15,10,60,-0.397952218
1400,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,44,2581910,F,A,10,15,40,-1.763139932
1402,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,46,2622216,F,A,16,9,64,-0.124914676
1403,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,47,2622314,F,A,18,7,72,0.42116041
1404,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,48,2622346,F,A,17,8,68,0.148122867
1405,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,49,2622414,F,A,15,10,60,-0.397952218
1408,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,52,2622878,F,A,21,4,84,1.240273038
1412,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,56,2623304,F,A,19,6,76,0.694197952
1417,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,61,2623570,F,A,19,6,76,0.694197952
1418,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,62,2623586,F,A,12,12,48,-1.217064846
1423,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,67,2624160,F,A,14,11,56,-0.670989761
1424,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,68,2624310,F,A,11,14,44,-1.490102389
1425,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,69,2624478,F,A,13,12,52,-0.944027304
1426,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,70,2624494,F,A,16,9,64,-0.124914676
1430,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,74,2624904,F,A,21,4,84,1.240273038
1438,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,82,2695064,F,A,17,8,68,0.148122867
1443,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,87,2705064,F,A,6,19,24,-2.855290102
1444,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,88,2705080,F,A,17,8,68,0.148122867
1445,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,89,2705130,F,A,13,12,52,-0.944027304
1448,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,92,2705246,F,A,14,11,56,-0.670989761
1449,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,93,2705298,F,A,9,16,36,-2.036177474
1451,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,95,2705360,F,A,15,10,60,-0.397952218
1460,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,104,2705840,F,A,20,5,80,0.967235495
1461,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,105,2705892,F,A,15,10,60,-0.397952218
1462,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,106,2705974,F,A,23,2,92,1.786348123
1463,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,107,2705990,F,A,19,6,76,0.694197952
1464,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,108,2706070,F,A,11,14,44,-1.490102389
1468,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,112,2746066,F,A,23,2,92,1.786348123
1469,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,113,2746082,F,A,17,8,68,0.148122867
1471,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,115,2746148,F,A,19,6,76,0.694197952
1472,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,116,2746180,F,A,22,3,88,1.51331058
1475,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,119,2746248,F,A,16,9,64,-0.124914676
1477,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,121,2746446,F,A,20,5,80,0.967235495
1480,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,124,2746544,F,A,16,9,64,-0.124914676
1485,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,129,2746778,F,A,15,10,60,-0.397952218
1486,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,130,2746794,F,A,17,8,68,0.148122867
1490,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,134,2746924,F,A,23,2,92,1.786348123
1491,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,135,2746940,F,A,19,6,76,0.694197952
1497,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,141,2747174,F,A,17,8,68,0.148122867
1498,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,142,2747222,F,A,19,6,76,0.694197952
1499,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,143,2747356,F,A,20,5,80,0.967235495
1506,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,150,2747586,F,A,18,7,72,0.42116041
1512,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,156,2747852,F,A,21,4,84,1.240273038
1513,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,157,2747868,F,A,18,7,72,0.42116041
1516,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,160,2748014,F,A,17,8,68,0.148122867
1517,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,161,2748030,F,A,10,15,40,-1.763139932
1519,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,163,2748228,F,A,17,8,68,0.148122867
1523,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,167,2748442,F,A,16,9,64,-0.124914676
1529,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,173,2748822,F,A,12,13,48,-1.217064846
1534,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,178,2770256,F,A,20,5,80,0.967235495
1539,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,183,2821736,F,A,16,9,64,-0.124914676
1545,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,189,2822062,F,A,14,11,56,-0.670989761
1549,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,193,2822212,F,A,19,6,76,0.694197952
1550,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,194,2822244,F,A,13,12,52,-0.944027304
1551,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,195,2822310,F,A,20,5,80,0.967235495
1553,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,197,2822394,F,A,17,8,68,0.148122867
1556,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,200,2822592,F,A,18,7,72,0.42116041
1557,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,201,2822608,F,A,11,14,44,-1.490102389
1558,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,202,2822774,F,A,10,15,40,-1.763139932
1564,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,208,2823020,F,A,15,10,60,-0.397952218
1565,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,209,2823088,F,A,18,7,72,0.42116041
1568,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,212,2867142,F,A,14,11,56,-0.670989761
1569,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,213,2867194,F,A,20,5,80,0.967235495
1571,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,215,2867376,F,A,19,6,76,0.694197952
1572,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,216,2867476,F,A,13,12,52,-0.944027304
1574,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,218,2867704,F,A,22,3,88,1.51331058
1576,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,220,2867756,F,A,22,3,88,1.51331058
1578,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,222,2868116,F,A,18,7,72,0.42116041
1579,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,223,2868164,F,A,21,4,84,1.240273038
1582,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,226,2868612,F,A,24,1,96,2.059385666
1583,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,227,2868826,F,A,14,11,56,-0.670989761
1589,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,233,2869206,F,A,21,4,84,1.240273038
1591,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,235,2869320,F,A,19,6,76,0.694197952
1598,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,242,2897206,F,A,14,11,56,-0.670989761
1599,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,243,3010858,F,A,16,9,64,-0.124914676
1600,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,244,3011914,F,A,20,5,80,0.967235495
1605,F15-ECON210-2-Micro-MT,F15-ECON210-2-Micro,2015,F15,ECON210-2,Microeconomics,MT,249,3228956,F,A,19,6,76,0.694197952
1611,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,2,2749962,F,A,11,14,44,-1.884753042
1642,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,33,2642198,F,A,13,12,52,-1.312097351
1651,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,42,2495380,F,A,16,9,64,-0.453113815
1652,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,43,2494504,F,A,15,10,60,-0.739441661
1655,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,46,2642412,F,A,20,5,80,0.692197566
1656,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,47,3058858,F,A,16,9,64,-0.453113815
1663,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,54,2625749,F,A,10,15,40,-2.171080888
1680,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,71,3058342,F,A,14,11,56,-1.025769506
1681,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,72,2765802,F,A,17,8,68,-0.16678597
1700,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,91,2871152,F,A,19,6,76,0.405869721
1706,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,97,2479212,F,A,13,12,52,-1.312097351
1708,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,99,2749400,F,A,15,10,60,-0.739441661
1742,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,133,2708976,F,A,19,6,76,0.405869721
1751,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,142,2750258,F,A,19,6,76,0.405869721
1752,F15-ECON210-3-Micro-MT,F15-ECON210-3-Micro,2015,F15,ECON210-3,Microeconomics,MT,143,2749154,F,A,18,7,72,0.119541875
1764,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,2,2105752,F,A,17,8,68,1.18579235
1765,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,3,2105950,F,A,16,9,64,0.912568306
1767,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,5,2204914,F,A,5,20,20,-2.092896175
1772,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,10,2343848,F,A,10,15,40,-0.726775956
1774,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,12,2344422,F,A,12,13,48,-0.180327869
1777,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,15,2403062,F,A,9,16,36,-1
1778,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,16,2403228,F,A,8,17,32,-1.273224044
1779,F15-ECON210-2-Macro-Final,F15-ECON210-2-Macro,2015,F15,ECON210-2,Macroeconomics,Final,17,2435256,F,A,13,12,52,0.092896175
